mode,hold_n,tp,sl,trail,n,total_ret,avg_ret,median_ret,win_rate,p95,p05,max_ret,min_ret
trail,20,0.5,,0.03,1559,15.576311392581868,0.009991219623208382,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.4994,-0.030600000000000138
trail,25,0.5,,0.03,1559,15.576311392581868,0.009991219623208382,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.4994,-0.030600000000000138
trail,30,0.5,,0.03,1559,15.576311392581868,0.009991219623208382,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.4994,-0.030600000000000138
trail,5,0.5,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.55,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.65,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.65,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.7,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.75,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.8,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.85,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.9,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,0.95,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
trail,5,2.0,,0.03,1559,15.530661534836845,0.009961938123692653,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.46382577030812316,-0.030600000000000138
fixed,25,0.9,0.25,,1559,15.384762322154764,0.009868352996892087,-0.03349473684210531,0.3758819756254009,0.33084158934469027,-0.16871904761904769,0.8994000000000001,-0.2506000000000001
trail,8,0.4,,0.03,1559,15.254669793934626,0.009784906859483404,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.3993999999999999,-0.030600000000000138
trail,10,0.4,,0.03,1559,15.254669793934626,0.009784906859483404,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.3993999999999999,-0.030600000000000138
trail,15,0.4,,0.03,1559,15.254669793934626,0.009784906859483404,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.3993999999999999,-0.030600000000000138
trail,20,0.4,,0.03,1559,15.254669793934626,0.009784906859483404,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.3993999999999999,-0.030600000000000138
trail,25,0.4,,0.03,1559,15.254669793934626,0.009784906859483404,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.3993999999999999,-0.030600000000000138
trail,30,0.4,,0.03,1559,15.254669793934626,0.009784906859483404,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.3993999999999999,-0.030600000000000138
trail,5,0.4,,0.03,1559,15.237404950705807,0.009773832553371269,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.3993999999999999,-0.030600000000000138
fixed,25,0.85,0.25,,1559,15.108481609457984,0.009691136375534306,-0.03349473684210531,0.3758819756254009,0.33817514771686596,-0.16871904761904769,0.8494000000000003,-0.2506000000000001
fixed,25,0.7,0.25,,1559,15.058998964328998,0.009659396385073122,-0.03349473684210531,0.3758819756254009,0.3514007324405014,-0.16871904761904769,0.6994000000000001,-0.2506000000000001
fixed,30,0.12,0.2,,1559,15.044951213455821,0.009650385640446325,0.01844761904761898,0.5298268120590122,0.1194000000000001,-0.20059999999999995,0.11940000000000033,-0.20060000000000006
